Date,Open,High,Low,Close,Vol
25/08/2008 00:00,1.0505,1.0525,1.044,1.0511,86775
26/08/2008 00:00,1.0511,1.0561,1.0411,1.0486,113363
27/08/2008 00:00,1.0486,1.0495,1.0426,1.0461,87710
28/08/2008 00:00,1.0462,1.05385,1.04298,1.05099,129694
29/08/2008 00:00,1.0509,1.06435,1.047,1.0641,101312
31/08/2008 00:00,1.062,1.0629,1.06082,1.062,4565
01/09/2008 00:00,1.062,1.0695,1.0613,1.06762,58955
02/09/2008 00:00,1.06805,1.0747,1.06605,1.0688,104338
03/09/2008 00:00,1.0688,1.0776,1.0577,1.0611,135872
04/09/2008 00:00,1.0611,1.0729,1.0542,1.0685,141835
05/09/2008 00:00,1.0685,1.07095,1.0601,1.06193,181292
07/09/2008 00:00,1.05792,1.06045,1.05549,1.059,7508
08/09/2008 00:00,1.059,1.07125,1.05492,1.0652,160051
09/09/2008 00:00,1.0653,1.0726,1.0603,1.0707,166336
10/09/2008 00:00,1.0707,1.07455,1.0656,1.074,143314
11/09/2008 00:00,1.074,1.08205,1.0699,1.0744,149722
12/09/2008 00:00,1.0744,1.0752,1.0587,1.0597,134941
14/09/2008 00:00,1.06057,1.06535,1.06043,1.0624,9140
15/09/2008 00:00,1.0624,1.075,1.05695,1.06895,135216
16/09/2008 00:00,1.0691,1.0748,1.06695,1.0672,123180
17/09/2008 00:00,1.0672,1.0808,1.06145,1.07075,104064
18/09/2008 00:00,1.0707,1.07255,1.0575,1.0617,125980
19/09/2008 00:00,1.0617,1.0667,1.043,1.0465,65121
21/09/2008 00:00,1.04631,1.0506,1.04574,1.0477,6856
22/09/2008 00:00,1.04775,1.0514,1.0314,1.03285,55922
23/09/2008 00:00,1.03285,1.03985,1.03035,1.03495,60198
24/09/2008 00:00,1.0351,1.0392,1.0312,1.03659,46124
25/09/2008 00:00,1.03699,1.0373,1.02965,1.03255,50821
26/09/2008 00:00,1.03255,1.03725,1.03145,1.0336,52540
28/09/2008 00:00,1.03372,1.03613,1.03349,1.0342,3150
29/09/2008 00:00,1.0343,1.04865,1.03345,1.04711,61176
30/09/2008 00:00,1.0474,1.0661,1.0439,1.06155,61227
01/10/2008 00:00,1.0618,1.0657,1.05465,1.0635,63652
02/10/2008 00:00,1.0635,1.0807,1.06191,1.0795,65420
03/10/2008 00:00,1.0795,1.08425,1.0725,1.0827,55587
05/10/2008 00:00,1.08205,1.0852,1.08095,1.0849,5888
06/10/2008 00:00,1.0849,1.1088,1.08305,1.1001,123934
07/10/2008 00:00,1.10015,1.1086,1.09494,1.1064,75618
08/10/2008 00:00,1.1064,1.1285,1.0994,1.1266,2018243
09/10/2008 00:00,1.1266,1.1552,1.11865,1.1535,2630417
10/10/2008 00:00,1.1535,1.21205,1.152,1.1724,2340436
12/10/2008 00:00,1.16714,1.1703,1.16445,1.16835,59556
13/10/2008 00:00,1.16855,1.17925,1.14115,1.1416,1677727
14/10/2008 00:00,1.1416,1.1649,1.1294,1.1644,2655598
15/10/2008 00:00,1.1645,1.1929,1.1533,1.1921,2272264
16/10/2008 00:00,1.1922,1.1994,1.175,1.1829,2336113
