Date,Open,High,Low,Close,Vol
11/12/2017 00:00,496.9,504.1,496.8,499.3,1
12/12/2017 00:00,499.1,640,486.5,620.4,137340
13/12/2017 00:00,620.4,742,584.1,693.1,138100
14/12/2017 00:00,693,742,647,688.4,143834
15/12/2017 00:00,689.7,692.4,601.4,676.8,137516
17/12/2017 00:00,721.6,722.8,704.5,707.2,11302
18/12/2017 00:00,707.4,800.1,670.9,787,156916
19/12/2017 00:00,787,870,771.7,815.3,152480
20/12/2017 00:00,814.8,832.5,720.7,797.4,155770
21/12/2017 00:00,797.2,841.6,752,784.2,156680
22/12/2017 00:00,784,792.5,500.5,674.8,132420
24/12/2017 00:00,640.5,695,637.5,688.2,12564
25/12/2017 00:00,687.6,750,683.3,724.1,158254
26/12/2017 00:00,724.1,764,715.9,751.1,158616
27/12/2017 00:00,751.1,770,704.5,734.6,156540
28/12/2017 00:00,734.6,739,666.4,711.9,138414
29/12/2017 00:00,712,750.4,704.9,726.6,94940
01/01/2018 00:00,755.8,758.7,748,750.5,8636
02/01/2018 00:00,748.7,874.5,748.7,856.2,107032
03/01/2018 00:00,855.6,943.6,845.3,934.5,107142
04/01/2018 00:00,934.7,990.3,897.7,938.5,104970
05/01/2018 00:00,938.3,1010.5,926.4,950.7,103312
07/01/2018 00:00,1082.3,1110.7,1074.1,1107.9,3782
08/01/2018 00:00,1111.7,1221.5,966.4,1129.3,110448
09/01/2018 00:00,1127.6,1293.3,1123.2,1282.2,110752
10/01/2018 00:00,1282.3,1376.4,1202.7,1240.3,127728
11/01/2018 00:00,1240.3,1327.1,1092.9,1132,132500
12/01/2018 00:00,1132,1281.1,1079.5,1249.4,123250
14/01/2018 00:00,1314.7,1362.8,1313.7,1352.6,7068
15/01/2018 00:00,1352.4,1374.4,1264.7,1271.6,125746
16/01/2018 00:00,1271.8,1274.9,857,1052.7,97778
17/01/2018 00:00,1051.1,1106.3,759.6,1014.7,91806
18/01/2018 00:00,1020.8,1083.8,935.6,999.7,141546
19/01/2018 00:00,998.2,1082.7,964.1,1015.3,129598
21/01/2018 00:00,1025.6,1043,1008.2,1041.7,11448
22/01/2018 00:00,1041.6,1078.4,910.3,992.3,138918
23/01/2018 00:00,992.4,1015.9,902.4,978.2,136992
24/01/2018 00:00,978.8,1058.5,951.5,1057.3,113384
25/01/2018 00:00,1055.7,1096.6,1017,1042.1,113384
26/01/2018 00:00,1040.2,1069.9,979.7,1031.2,66498
28/01/2018 00:00,1224.9,1234.2,1219.6,1224.8,6
29/01/2018 00:00,1223.5,1234.3,1145.3,1165.3,74
30/01/2018 00:00,1165.5,1168.7,1028.9,1059.3,91
31/01/2018 00:00,1058.8,1119.7,1014,1108,93
01/02/2018 00:00,1107.1,1153.6,945.4,1026.3,93
02/02/2018 00:00,1019.2,1026.3,735.6,882.9,92
04/02/2018 00:00,805.2,844.8,803.2,821,8
05/02/2018 00:00,821,852.3,625.5,688.8,108
06/02/2018 00:00,690,796.9,560.1,779.4,126
07/02/2018 00:00,778.8,854.7,712,745.8,103
08/02/2018 00:00,746.6,839.3,743.9,808.3,96
09/02/2018 00:00,806.8,874.5,775.4,856.4,81
11/02/2018 00:00,827.8,830.8,802,805.7,6
12/02/2018 00:00,805.5,870.6,805.3,860.3,86
13/02/2018 00:00,859.5,863.3,817.6,835.5,63
14/02/2018 00:00,834.5,917.6,834.5,914.5,57
15/02/2018 00:00,913.8,942.3,898,922.8,58
16/02/2018 00:00,922.3,940.5,903.2,931.6,49
18/02/2018 00:00,923.5,925,906.9,908,4
19/02/2018 00:00,908.2,949.8,906.1,934.8,52
20/02/2018 00:00,934.7,952.8,870.9,878.8,51
21/02/2018 00:00,878.8,900.1,812.1,834.1,62
22/02/2018 00:00,833.8,865.7,783.3,799,66
23/02/2018 00:00,799.1,876.8,782.3,826.6,60
25/02/2018 00:00,835.3,841.8,832,834.5,4
26/02/2018 00:00,834.4,873.6,828.6,861.7,56
27/02/2018 00:00,862.9,889.6,855.9,866.8,54
28/02/2018 00:00,865.7,882.4,844.2,845.6,55
01/03/2018 00:00,845.2,874.2,841.4,864.8,48
02/03/2018 00:00,865,870,844.4,851.1,44
04/03/2018 00:00,858.2,859.8,854.8,859.7,4
05/03/2018 00:00,858.7,863.6,844.3,844.5,48
06/03/2018 00:00,843.6,845.3,798,809.2,48
07/03/2018 00:00,809.1,819.5,719.4,745.1,55
08/03/2018 00:00,744,766.7,683.1,693.4,53
09/03/2018 00:00,693.2,706.4,636.5,696.1,67
11/03/2018 00:00,714.4,722.9,712.1,715.9,4
12/03/2018 00:00,714.8,735.4,673.4,692.3,56
13/03/2018 00:00,692.2,709.3,675,684.4,50
14/03/2018 00:00,684.4,698.1,581.1,607.6,61
15/03/2018 00:00,607.8,615.3,566.8,605.7,55
16/03/2018 00:00,604.9,621,580.4,608.5,44
18/03/2018 00:00,548.3,548.4,521.7,533.1,8
19/03/2018 00:00,533.1,554,511.3,550.9,68
20/03/2018 00:00,551,562.7,512.3,552.7,56
21/03/2018 00:00,552.7,585.7,540.7,555.6,52
22/03/2018 00:00,555.7,573.4,512.4,534.2,53
23/03/2018 00:00,535,535.6,503.2,520.5,42
25/03/2018 00:00,527.3,530.6,514.6,518.4,4
26/03/2018 00:00,518.5,521.5,463,481.5,58
27/03/2018 00:00,481.4,487.1,441.9,444.1,55
28/03/2018 00:00,443.9,460.3,435.7,441.3,51
29/03/2018 00:00,441.2,444,376.3,380.2,66
30/03/2018 00:00,380.1,407.6,361.2,382.2,71
01/04/2018 00:00,375.1,376.7,372.2,375.1,4
02/04/2018 00:00,375.2,390.4,372.1,380.9,49
03/04/2018 00:00,380.8,415.7,377,412.1,49
04/04/2018 00:00,412.1,413.4,367.2,375.1,50
05/04/2018 00:00,375,383.5,363.6,377.9,55
06/04/2018 00:00,378,382,359.8,366,43
08/04/2018 00:00,394.6,398.7,394.5,396.8,4
09/04/2018 00:00,396.7,427.8,384.4,395.4,55
10/04/2018 00:00,395.3,414.6,388.6,411.7,48
11/04/2018 00:00,411.7,429.8,407.5,426.8,48
12/04/2018 00:00,426.7,494.8,410.2,491.1,62
13/04/2018 00:00,491,525.5,478.9,489.6,59
15/04/2018 00:00,521.2,531,520.5,530.7,4
16/04/2018 00:00,530.8,534,495.2,508.3,62
17/04/2018 00:00,508.1,517.6,497.9,499.8,51
18/04/2018 00:00,499.8,523.4,498.4,522.2,50
19/04/2018 00:00,522.1,566.5,518.1,564,49
20/04/2018 00:00,563.9,592.1,554.4,589.4,45
22/04/2018 00:00,633.7,634.3,614.1,617.7,6
23/04/2018 00:00,617.6,644.9,616.1,640.4,48
24/04/2018 00:00,640.6,708.4,640.4,700.1,54
25/04/2018 00:00,700.2,700.5,590.4,614,90
26/04/2018 00:00,613.9,662.3,597.5,659,61
27/04/2018 00:00,658.8,682,642.7,646.6,50
29/04/2018 00:00,678.1,687.3,677.9,685.9,4
30/04/2018 00:00,686,690,659.9,666.9,52
01/05/2018 00:00,667.2,670.9,625.2,668,54
02/05/2018 00:00,667.9,687.7,660.5,683.6,48
03/05/2018 00:00,683.7,784.3,682.7,774.7,67
04/05/2018 00:00,774.9,801.7,756,782,57
06/05/2018 00:00,780.2,787.6,778.8,786.1,7
07/05/2018 00:00,786.2,791.3,693,749.4,83
